'sample interval','ABPmean','ABPsys','ABPdias','HR','PULSE','RESP','SpO2'
48,85.000,123.000,60.000,74.000,73.000,15.000,95.000
49,85.000,123.000,60.000,74.000,73.000,15.000,95.000
50,85.000,123.000,60.000,74.000,73.000,15.000,95.000
51,85.000,123.000,60.000,74.000,73.000,15.000,95.000
52,85.000,123.000,60.000,74.000,73.000,15.000,95.000
53,85.000,123.000,60.000,73.000,73.000,14.000,95.000
54,84.000,122.000,60.000,73.000,73.000,14.000,95.000
55,84.000,122.000,60.000,73.000,73.000,14.000,95.000
56,84.000,122.000,60.000,73.000,73.000,14.000,95.000
57,84.000,122.000,60.000,73.000,73.000,14.000,95.000
58,84.000,122.000,60.000,73.000,73.000,14.000,95.000
59,84.000,122.000,60.000,73.000,73.000,14.000,95.000
60,84.000,122.000,60.000,73.000,73.000,14.000,95.000
61,84.000,121.000,60.000,73.000,73.000,14.000,95.000
62,84.000,122.000,60.000,73.000,73.000,14.000,95.000
63,84.000,122.000,60.000,73.000,73.000,14.000,95.000
64,84.000,121.000,60.000,73.000,73.000,14.000,95.000
65,84.000,121.000,60.000,73.000,73.000,14.000,95.000
66,84.000,121.000,60.000,73.000,73.000,14.000,95.000
67,84.000,121.000,60.000,73.000,73.000,14.000,95.000
68,84.000,121.000,60.000,73.000,73.000,14.000,95.000
69,84.000,121.000,59.000,73.000,73.000,14.000,95.000
70,84.000,121.000,59.000,73.000,73.000,14.000,95.000
71,84.000,121.000,59.000,73.000,73.000,14.000,95.000
72,84.000,121.000,59.000,73.000,73.000,12.000,95.000
73,84.000,120.000,59.000,74.000,73.000,12.000,95.000
74,84.000,120.000,59.000,74.000,73.000,12.000,95.000
75,84.000,120.000,59.000,74.000,73.000,12.000,95.000
76,84.000,120.000,59.000,74.000,73.000,12.000,95.000
77,84.000,121.000,60.000,74.000,74.000,12.000,95.000
78,84.000,121.000,60.000,74.000,74.000,12.000,95.000
79,84.000,120.000,60.000,74.000,74.000,12.000,95.000
80,84.000,121.000,60.000,74.000,74.000,12.000,95.000
81,84.000,121.000,60.000,74.000,74.000,12.000,95.000
82,84.000,121.000,60.000,74.000,74.000,12.000,95.000
83,84.000,121.000,60.000,74.000,74.000,12.000,95.000
84,84.000,121.000,60.000,74.000,74.000,12.000,95.000
85,84.000,121.000,60.000,74.000,74.000,12.000,95.000
86,84.000,121.000,60.000,74.000,74.000,12.000,95.000
87,84.000,122.000,60.000,74.000,74.000,12.000,95.000
88,84.000,121.000,60.000,74.000,73.000,12.000,95.000
89,84.000,121.000,60.000,74.000,73.000,12.000,95.000
90,84.000,121.000,60.000,74.000,73.000,12.000,95.000
91,84.000,121.000,60.000,74.000,73.000,12.000,95.000
92,84.000,122.000,60.000,74.000,73.000,12.000,95.000
93,84.000,122.000,60.000,74.000,73.000,12.000,95.000
94,84.000,122.000,60.000,74.000,73.000,12.000,95.000
95,84.000,121.000,60.000,74.000,73.000,12.000,95.000
96,84.000,122.000,60.000,74.000,73.000,12.000,95.000
97,84.000,122.000,60.000,73.000,73.000,12.000,95.000
98,84.000,121.000,60.000,74.000,73.000,12.000,95.000
99,84.000,121.000,60.000,74.000,73.000,12.000,95.000
100,84.000,121.000,60.000,74.000,73.000,12.000,95.000
101,84.000,121.000,60.000,74.000,73.000,12.000,95.000
102,84.000,121.000,60.000,74.000,73.000,12.000,95.000
103,84.000,121.000,60.000,74.000,73.000,12.000,95.000
104,84.000,121.000,60.000,74.000,73.000,12.000,95.000
105,84.000,121.000,60.000,74.000,73.000,12.000,95.000
106,84.000,121.000,60.000,74.000,73.000,12.000,95.000
107,84.000,121.000,60.000,74.000,73.000,12.000,95.000
108,84.000,121.000,60.000,74.000,73.000,12.000,95.000
109,84.000,121.000,60.000,74.000,73.000,12.000,95.000
110,84.000,121.000,60.000,74.000,73.000,12.000,95.000
111,84.000,121.000,60.000,74.000,74.000,12.000,95.000
112,85.000,121.000,60.000,74.000,74.000,12.000,95.000
113,85.000,122.000,60.000,74.000,74.000,12.000,95.000
114,85.000,122.000,60.000,75.000,75.000,12.000,95.000
115,85.000,122.000,60.000,75.000,75.000,12.000,95.000
116,85.000,123.000,60.000,75.000,75.000,12.000,95.000
117,85.000,123.000,60.000,75.000,75.000,12.000,95.000
118,85.000,123.000,60.000,75.000,75.000,12.000,95.000
119,85.000,123.000,60.000,75.000,75.000,12.000,95.000
120,85.000,123.000,60.000,75.000,74.000,12.000,95.000
121,85.000,123.000,60.000,75.000,74.000,12.000,95.000
122,85.000,123.000,60.000,75.000,74.000,12.000,95.000
123,85.000,123.000,60.000,75.000,74.000,12.000,95.000
124,85.000,123.000,60.000,75.000,74.000,12.000,95.000
125,85.000,123.000,60.000,75.000,74.000,12.000,95.000
126,85.000,123.000,60.000,74.000,74.000,12.000,95.000
127,85.000,122.000,60.000,74.000,73.000,12.000,95.000
128,85.000,122.000,60.000,74.000,73.000,12.000,95.000
129,85.000,122.000,60.000,74.000,73.000,12.000,95.000
130,85.000,122.000,60.000,74.000,73.000,12.000,95.000
131,85.000,122.000,60.000,74.000,73.000,12.000,95.000
132,85.000,122.000,60.000,74.000,73.000,12.000,95.000
133,85.000,122.000,60.000,74.000,74.000,12.000,95.000
134,84.000,122.000,60.000,74.000,74.000,12.000,95.000
135,85.000,122.000,60.000,74.000,74.000,12.000,95.000
136,85.000,122.000,60.000,74.000,74.000,12.000,95.000
137,84.000,122.000,60.000,74.000,74.000,12.000,95.000
138,84.000,122.000,60.000,74.000,74.000,12.000,95.000
139,84.000,122.000,60.000,74.000,74.000,12.000,95.000
140,84.000,122.000,60.000,74.000,74.000,12.000,95.000
141,84.000,122.000,60.000,74.000,74.000,12.000,95.000
142,84.000,122.000,60.000,74.000,74.000,12.000,95.000
143,84.000,122.000,60.000,74.000,74.000,12.000,95.000
144,84.000,122.000,60.000,74.000,74.000,12.000,95.000
145,85.000,122.000,60.000,74.000,74.000,12.000,95.000
146,85.000,122.000,60.000,74.000,74.000,12.000,95.000
147,85.000,122.000,60.000,74.000,74.000,12.000,95.000
148,85.000,122.000,60.000,74.000,74.000,12.000,95.000
149,85.000,122.000,60.000,74.000,74.000,12.000,95.000
150,85.000,122.000,60.000,74.000,74.000,12.000,95.000
151,85.000,122.000,60.000,74.000,74.000,12.000,95.000
152,85.000,122.000,60.000,74.000,74.000,12.000,95.000
153,85.000,122.000,60.000,74.000,74.000,12.000,95.000
154,85.000,122.000,60.000,74.000,74.000,12.000,95.000
155,85.000,122.000,60.000,74.000,74.000,12.000,95.000
156,85.000,122.000,60.000,74.000,74.000,12.000,95.000
157,85.000,122.000,60.000,74.000,74.000,12.000,95.000
158,85.000,122.000,60.000,74.000,74.000,12.000,95.000
159,85.000,122.000,60.000,74.000,74.000,12.000,95.000
160,85.000,122.000,60.000,74.000,74.000,12.000,95.000
161,85.000,122.000,60.000,74.000,74.000,12.000,95.000
162,85.000,123.000,60.000,74.000,74.000,12.000,95.000
163,85.000,123.000,60.000,74.000,74.000,12.000,95.000
164,85.000,123.000,61.000,74.000,74.000,12.000,95.000
165,85.000,123.000,61.000,74.000,74.000,12.000,95.000
166,85.000,123.000,61.000,74.000,74.000,12.000,95.000
167,85.000,123.000,60.000,74.000,73.000,12.000,95.000
168,85.000,123.000,60.000,74.000,73.000,12.000,95.000
169,85.000,123.000,60.000,74.000,73.000,12.000,95.000
170,85.000,123.000,60.000,74.000,73.000,12.000,95.000
171,84.000,122.000,60.000,74.000,73.000,12.000,95.000
172,84.000,122.000,60.000,74.000,73.000,12.000,95.000
173,84.000,122.000,60.000,74.000,73.000,12.000,95.000
174,84.000,122.000,60.000,74.000,73.000,12.000,95.000
175,84.000,122.000,60.000,74.000,73.000,12.000,95.000
176,84.000,121.000,60.000,73.000,73.000,12.000,95.000
177,84.000,121.000,60.000,73.000,73.000,12.000,95.000
178,84.000,121.000,60.000,73.000,73.000,12.000,95.000
179,84.000,121.000,60.000,73.000,73.000,12.000,95.000
180,84.000,121.000,60.000,73.000,73.000,12.000,95.000
181,84.000,121.000,60.000,73.000,73.000,12.000,95.000
182,84.000,121.000,60.000,73.000,73.000,12.000,95.000
183,84.000,121.000,60.000,73.000,73.000,12.000,95.000
184,84.000,121.000,60.000,73.000,73.000,12.000,95.000
185,84.000,121.000,60.000,73.000,73.000,12.000,95.000
186,84.000,121.000,60.000,73.000,73.000,12.000,95.000
187,84.000,121.000,60.000,73.000,73.000,12.000,95.000
188,84.000,121.000,60.000,73.000,73.000,12.000,95.000
189,84.000,121.000,60.000,73.000,73.000,12.000,95.000
190,84.000,121.000,60.000,73.000,73.000,12.000,95.000
191,84.000,121.000,60.000,74.000,73.000,12.000,95.000
192,84.000,121.000,59.000,74.000,73.000,12.000,95.000
193,84.000,121.000,59.000,74.000,73.000,12.000,95.000
194,84.000,121.000,59.000,74.000,73.000,12.000,95.000
195,84.000,121.000,59.000,74.000,73.000,12.000,95.000
196,84.000,121.000,59.000,74.000,73.000,12.000,95.000
197,84.000,121.000,59.000,74.000,73.000,12.000,95.000
198,84.000,121.000,59.000,74.000,73.000,12.000,95.000
199,84.000,121.000,59.000,74.000,73.000,12.000,95.000
200,84.000,120.000,59.000,74.000,73.000,12.000,95.000
201,84.000,120.000,59.000,74.000,73.000,12.000,95.000
202,84.000,120.000,59.000,74.000,73.000,12.000,95.000
203,84.000,121.000,60.000,74.000,73.000,12.000,95.000
204,84.000,120.000,60.000,74.000,73.000,12.000,95.000
205,84.000,120.000,59.000,74.000,73.000,12.000,95.000
206,84.000,120.000,59.000,74.000,73.000,12.000,95.000
207,84.000,120.000,60.000,74.000,74.000,12.000,95.000
208,84.000,121.000,60.000,74.000,74.000,12.000,95.000
209,84.000,121.000,60.000,74.000,74.000,12.000,95.000
210,84.000,121.000,60.000,74.000,74.000,12.000,95.000
211,84.000,121.000,60.000,74.000,74.000,12.000,95.000
212,84.000,121.000,60.000,74.000,74.000,12.000,95.000
213,84.000,121.000,60.000,74.000,74.000,12.000,95.000
214,84.000,121.000,60.000,74.000,74.000,12.000,95.000
215,84.000,121.000,60.000,74.000,74.000,12.000,95.000
216,84.000,121.000,60.000,74.000,74.000,12.000,95.000
217,84.000,121.000,60.000,74.000,74.000,12.000,95.000
218,85.000,122.000,60.000,74.000,74.000,12.000,95.000
219,85.000,122.000,60.000,74.000,74.000,12.000,95.000
220,85.000,123.000,60.000,74.000,74.000,12.000,95.000
221,85.000,123.000,60.000,74.000,74.000,12.000,95.000
222,85.000,123.000,61.000,74.000,74.000,12.000,95.000
223,85.000,124.000,61.000,74.000,74.000,12.000,95.000
224,85.000,123.000,61.000,74.000,74.000,12.000,95.000
225,85.000,123.000,60.000,74.000,73.000,12.000,95.000
226,85.000,123.000,60.000,74.000,73.000,12.000,95.000
227,85.000,123.000,60.000,74.000,73.000,12.000,95.000
228,85.000,123.000,60.000,74.000,73.000,12.000,95.000
229,85.000,123.000,60.000,74.000,73.000,12.000,95.000
230,85.000,122.000,60.000,74.000,73.000,12.000,95.000
231,85.000,122.000,60.000,74.000,73.000,12.000,95.000
232,85.000,122.000,60.000,74.000,73.000,12.000,95.000
233,85.000,122.000,60.000,74.000,73.000,12.000,95.000
234,85.000,122.000,60.000,74.000,73.000,12.000,95.000
235,85.000,122.000,60.000,74.000,73.000,12.000,95.000
236,85.000,122.000,60.000,74.000,73.000,12.000,95.000
237,85.000,122.000,60.000,74.000,73.000,12.000,95.000
238,85.000,122.000,60.000,74.000,73.000,12.000,95.000
239,85.000,122.000,60.000,74.000,73.000,12.000,95.000
240,85.000,122.000,60.000,74.000,73.000,12.000,95.000
241,85.000,123.000,60.000,74.000,73.000,12.000,95.000
242,85.000,123.000,61.000,74.000,73.000,12.000,95.000
243,85.000,123.000,61.000,74.000,73.000,12.000,95.000
244,85.000,123.000,61.000,74.000,73.000,12.000,95.000
245,85.000,123.000,60.000,74.000,73.000,12.000,95.000
246,85.000,123.000,60.000,74.000,73.000,12.000,95.000
247,85.000,123.000,61.000,74.000,73.000,12.000,95.000
248,85.000,123.000,60.000,74.000,73.000,12.000,95.000
249,85.000,122.000,60.000,74.000,73.000,12.000,95.000
250,84.000,122.000,60.000,73.000,73.000,12.000,95.000
251,84.000,122.000,60.000,73.000,73.000,12.000,95.000
252,84.000,122.000,60.000,73.000,73.000,12.000,95.000
253,84.000,121.000,60.000,73.000,73.000,12.000,95.000
254,84.000,121.000,60.000,73.000,73.000,12.000,95.000
255,84.000,121.000,60.000,73.000,73.000,12.000,95.000
256,84.000,121.000,60.000,73.000,73.000,12.000,95.000
257,84.000,121.000,60.000,73.000,73.000,12.000,95.000
258,84.000,121.000,59.000,73.000,73.000,12.000,95.000
259,83.000,120.000,59.000,73.000,73.000,12.000,95.000
260,83.000,120.000,59.000,73.000,73.000,12.000,95.000
261,83.000,120.000,59.000,73.000,73.000,12.000,95.000
262,83.000,120.000,59.000,73.000,73.000,12.000,95.000
263,83.000,120.000,59.000,73.000,73.000,12.000,95.000
264,83.000,120.000,59.000,73.000,73.000,12.000,95.000
265,83.000,120.000,59.000,73.000,73.000,12.000,94.000
266,83.000,120.000,59.000,73.000,73.000,12.000,94.000
267,83.000,120.000,59.000,74.000,73.000,12.000,95.000
268,83.000,120.000,59.000,74.000,73.000,12.000,95.000
269,83.000,120.000,59.000,74.000,73.000,12.000,95.000
270,83.000,120.000,59.000,74.000,73.000,12.000,95.000
271,83.000,120.000,59.000,74.000,73.000,12.000,95.000
272,84.000,120.000,59.000,74.000,73.000,12.000,95.000
273,84.000,120.000,59.000,74.000,73.000,12.000,95.000
274,84.000,121.000,59.000,74.000,73.000,12.000,95.000
275,84.000,121.000,59.000,74.000,73.000,12.000,95.000
276,84.000,121.000,60.000,74.000,73.000,12.000,95.000
277,85.000,122.000,60.000,74.000,73.000,12.000,95.000
278,85.000,122.000,60.000,74.000,73.000,12.000,95.000
279,85.000,122.000,60.000,74.000,73.000,12.000,95.000
280,85.000,122.000,60.000,74.000,73.000,12.000,95.000
281,85.000,123.000,60.000,74.000,73.000,12.000,95.000
282,85.000,122.000,60.000,74.000,73.000,12.000,95.000
283,85.000,122.000,60.000,74.000,73.000,12.000,95.000
284,85.000,122.000,60.000,74.000,73.000,12.000,95.000
285,85.000,122.000,60.000,74.000,73.000,12.000,95.000
286,85.000,122.000,60.000,74.000,73.000,12.000,95.000
287,85.000,122.000,60.000,74.000,73.000,12.000,95.000
288,84.000,122.000,60.000,74.000,73.000,12.000,95.000
289,84.000,122.000,60.000,74.000,73.000,12.000,95.000
290,84.000,122.000,60.000,74.000,73.000,12.000,95.000
291,84.000,122.000,60.000,74.000,73.000,12.000,95.000
292,84.000,122.000,60.000,74.000,73.000,12.000,95.000
293,84.000,121.000,60.000,74.000,73.000,12.000,95.000
294,84.000,121.000,60.000,74.000,73.000,12.000,95.000
295,84.000,121.000,60.000,74.000,73.000,12.000,95.000
296,84.000,122.000,60.000,74.000,73.000,12.000,95.000
297,84.000,121.000,60.000,74.000,73.000,12.000,95.000
298,84.000,121.000,60.000,74.000,73.000,12.000,95.000
299,84.000,121.000,60.000,74.000,73.000,12.000,94.000
300,84.000,121.000,60.000,74.000,73.000,12.000,94.000
301,84.000,122.000,60.000,74.000,73.000,12.000,94.000
302,84.000,121.000,60.000,74.000,73.000,12.000,94.000
303,84.000,121.000,60.000,74.000,73.000,12.000,94.000
304,84.000,121.000,60.000,74.000,73.000,12.000,94.000
305,84.000,122.000,60.000,74.000,74.000,12.000,94.000
306,84.000,122.000,60.000,74.000,74.000,12.000,94.000
307,84.000,121.000,60.000,74.000,73.000,12.000,95.000
308,84.000,121.000,60.000,74.000,73.000,12.000,95.000
309,84.000,121.000,60.000,74.000,73.000,12.000,95.000
310,84.000,121.000,60.000,74.000,73.000,12.000,95.000
311,84.000,121.000,60.000,74.000,73.000,12.000,95.000
312,84.000,121.000,60.000,74.000,73.000,12.000,95.000
313,84.000,121.000,60.000,74.000,73.000,12.000,95.000
314,84.000,121.000,60.000,74.000,73.000,12.000,95.000
315,84.000,121.000,60.000,74.000,74.000,12.000,95.000
316,84.000,121.000,60.000,74.000,74.000,12.000,95.000
317,84.000,121.000,60.000,74.000,74.000,12.000,95.000
318,84.000,121.000,60.000,74.000,74.000,12.000,95.000
319,84.000,121.000,60.000,74.000,74.000,12.000,95.000
320,84.000,121.000,60.000,74.000,74.000,12.000,95.000
321,84.000,121.000,60.000,74.000,74.000,12.000,95.000
322,84.000,121.000,60.000,74.000,74.000,12.000,95.000
323,84.000,121.000,60.000,74.000,73.000,12.000,95.000
324,84.000,121.000,60.000,74.000,73.000,12.000,95.000
325,84.000,121.000,60.000,74.000,73.000,12.000,95.000
326,84.000,121.000,60.000,74.000,73.000,12.000,95.000
327,84.000,121.000,60.000,74.000,73.000,12.000,95.000
328,84.000,121.000,60.000,74.000,73.000,12.000,95.000
329,84.000,121.000,60.000,74.000,73.000,12.000,95.000
330,84.000,121.000,60.000,74.000,73.000,12.000,95.000
331,84.000,121.000,60.000,74.000,73.000,12.000,95.000
332,84.000,121.000,59.000,74.000,73.000,12.000,95.000
333,84.000,121.000,59.000,73.000,73.000,12.000,95.000
334,84.000,121.000,59.000,73.000,73.000,12.000,95.000
335,84.000,121.000,60.000,73.000,73.000,12.000,95.000
336,84.000,121.000,60.000,73.000,73.000,12.000,95.000
337,84.000,121.000,60.000,73.000,73.000,12.000,95.000
338,84.000,121.000,60.000,73.000,73.000,12.000,95.000
339,84.000,122.000,60.000,73.000,73.000,12.000,95.000
340,85.000,122.000,60.000,73.000,73.000,12.000,95.000
341,85.000,122.000,60.000,73.000,73.000,12.000,95.000
342,85.000,122.000,60.000,73.000,73.000,12.000,95.000
343,85.000,123.000,60.000,74.000,73.000,12.000,95.000
344,85.000,123.000,60.000,74.000,73.000,12.000,95.000
345,85.000,123.000,60.000,74.000,73.000,12.000,95.000
346,85.000,123.000,60.000,74.000,73.000,12.000,95.000
347,85.000,122.000,60.000,74.000,73.000,12.000,95.000
348,85.000,122.000,60.000,74.000,73.000,12.000,95.000
349,85.000,122.000,60.000,74.000,73.000,12.000,95.000
350,85.000,122.000,60.000,74.000,73.000,12.000,95.000
351,84.000,122.000,60.000,74.000,73.000,12.000,95.000
352,84.000,122.000,60.000,73.000,73.000,12.000,95.000
353,84.000,122.000,60.000,73.000,73.000,12.000,95.000
354,84.000,122.000,60.000,73.000,73.000,12.000,95.000
355,84.000,122.000,60.000,73.000,73.000,12.000,95.000
356,84.000,121.000,60.000,73.000,73.000,12.000,95.000
357,84.000,121.000,60.000,73.000,73.000,12.000,95.000
358,84.000,121.000,60.000,73.000,73.000,12.000,95.000
359,84.000,121.000,60.000,73.000,73.000,12.000,95.000
360,84.000,121.000,60.000,73.000,73.000,12.000,95.000
361,84.000,121.000,60.000,73.000,73.000,12.000,95.000
362,84.000,121.000,60.000,73.000,73.000,12.000,95.000
363,84.000,121.000,60.000,73.000,73.000,12.000,95.000
364,84.000,121.000,60.000,73.000,73.000,12.000,95.000
365,84.000,121.000,60.000,73.000,73.000,12.000,95.000
366,84.000,121.000,60.000,73.000,73.000,12.000,95.000
367,84.000,121.000,60.000,73.000,73.000,12.000,95.000
368,84.000,121.000,60.000,73.000,73.000,12.000,95.000
369,84.000,122.000,60.000,73.000,73.000,12.000,95.000
370,84.000,122.000,60.000,73.000,73.000,12.000,95.000
371,84.000,121.000,60.000,73.000,73.000,12.000,95.000
372,84.000,121.000,60.000,74.000,73.000,12.000,95.000
373,84.000,121.000,60.000,74.000,73.000,12.000,95.000
374,84.000,122.000,60.000,74.000,73.000,12.000,95.000
375,84.000,121.000,60.000,73.000,73.000,12.000,95.000
376,84.000,121.000,60.000,73.000,73.000,12.000,95.000
377,84.000,121.000,60.000,73.000,73.000,12.000,94.000
378,84.000,121.000,60.000,73.000,73.000,12.000,94.000
379,84.000,121.000,60.000,73.000,73.000,12.000,94.000
380,84.000,121.000,60.000,74.000,73.000,12.000,94.000
381,84.000,121.000,60.000,74.000,73.000,12.000,94.000
382,84.000,121.000,60.000,74.000,73.000,12.000,94.000
383,84.000,121.000,60.000,74.000,73.000,12.000,94.000
384,84.000,122.000,60.000,74.000,73.000,12.000,94.000
385,84.000,122.000,60.000,74.000,73.000,12.000,94.000
386,84.000,122.000,60.000,74.000,73.000,12.000,94.000
387,84.000,122.000,60.000,74.000,73.000,12.000,95.000
388,85.000,122.000,60.000,74.000,73.000,12.000,95.000
389,85.000,122.000,60.000,74.000,73.000,12.000,95.000
390,85.000,122.000,60.000,74.000,73.000,12.000,95.000
391,85.000,122.000,60.000,74.000,73.000,12.000,95.000
392,85.000,123.000,60.000,74.000,73.000,12.000,95.000
393,85.000,123.000,60.000,74.000,73.000,12.000,95.000
394,85.000,123.000,60.000,74.000,73.000,12.000,95.000
395,85.000,123.000,60.000,74.000,73.000,12.000,95.000
396,85.000,122.000,60.000,74.000,73.000,12.000,95.000
397,85.000,122.000,60.000,73.000,73.000,12.000,95.000
398,85.000,122.000,60.000,73.000,73.000,12.000,95.000
399,85.000,122.000,60.000,73.000,73.000,12.000,95.000
400,84.000,122.000,60.000,73.000,72.000,12.000,95.000
401,84.000,122.000,60.000,73.000,72.000,12.000,95.000
402,84.000,121.000,60.000,73.000,72.000,12.000,95.000
403,84.000,121.000,60.000,73.000,72.000,12.000,95.000
404,84.000,121.000,60.000,73.000,72.000,12.000,95.000
405,84.000,121.000,60.000,73.000,72.000,12.000,95.000
406,84.000,121.000,59.000,73.000,72.000,12.000,95.000
407,84.000,121.000,59.000,73.000,72.000,12.000,95.000
408,84.000,121.000,60.000,73.000,72.000,12.000,95.000
409,84.000,121.000,60.000,73.000,72.000,12.000,95.000
410,83.000,120.000,59.000,73.000,72.000,12.000,95.000
411,83.000,120.000,59.000,73.000,72.000,12.000,95.000
412,83.000,120.000,59.000,73.000,72.000,12.000,95.000
413,84.000,120.000,59.000,73.000,73.000,12.000,95.000
414,84.000,120.000,59.000,73.000,73.000,12.000,95.000
415,84.000,120.000,59.000,73.000,73.000,12.000,95.000
416,84.000,120.000,59.000,73.000,73.000,12.000,95.000
417,84.000,121.000,59.000,73.000,73.000,12.000,94.000
418,84.000,121.000,60.000,73.000,73.000,12.000,94.000
419,84.000,121.000,60.000,73.000,73.000,12.000,94.000
420,84.000,121.000,60.000,73.000,73.000,12.000,95.000
421,84.000,121.000,60.000,73.000,73.000,12.000,95.000
422,85.000,122.000,60.000,73.000,73.000,12.000,94.000
423,85.000,122.000,60.000,73.000,73.000,12.000,94.000
424,85.000,122.000,60.000,73.000,73.000,12.000,95.000
425,85.000,122.000,60.000,74.000,73.000,12.000,95.000
426,85.000,122.000,60.000,73.000,73.000,12.000,95.000
427,85.000,122.000,60.000,73.000,73.000,12.000,95.000
428,85.000,122.000,60.000,73.000,73.000,12.000,95.000
429,85.000,122.000,60.000,73.000,73.000,12.000,95.000
430,85.000,122.000,60.000,73.000,73.000,12.000,95.000
431,85.000,122.000,60.000,73.000,73.000,12.000,95.000
432,85.000,123.000,60.000,73.000,73.000,12.000,95.000
433,85.000,123.000,60.000,73.000,73.000,12.000,95.000
434,85.000,122.000,60.000,73.000,73.000,12.000,95.000
435,85.000,122.000,60.000,73.000,73.000,12.000,95.000
436,85.000,122.000,60.000,73.000,73.000,12.000,95.000
437,85.000,122.000,60.000,73.000,73.000,12.000,95.000
438,84.000,122.000,60.000,73.000,73.000,12.000,95.000
439,84.000,121.000,60.000,73.000,73.000,12.000,95.000
440,84.000,121.000,60.000,73.000,72.000,12.000,95.000
441,84.000,121.000,60.000,73.000,72.000,12.000,95.000
442,84.000,121.000,60.000,73.000,72.000,12.000,95.000
443,84.000,121.000,59.000,73.000,72.000,12.000,95.000
444,83.000,120.000,59.000,73.000,72.000,12.000,95.000
445,83.000,120.000,59.000,73.000,72.000,12.000,95.000
446,83.000,120.000,59.000,72.000,72.000,12.000,95.000
447,83.000,120.000,59.000,72.000,72.000,12.000,95.000
448,83.000,120.000,59.000,72.000,72.000,12.000,95.000
449,83.000,120.000,59.000,72.000,72.000,12.000,95.000
450,83.000,120.000,59.000,72.000,72.000,12.000,95.000
451,83.000,120.000,59.000,73.000,72.000,12.000,95.000
452,83.000,120.000,59.000,73.000,72.000,12.000,95.000
453,83.000,120.000,59.000,73.000,72.000,12.000,95.000
454,83.000,119.000,59.000,73.000,72.000,12.000,95.000
455,83.000,120.000,59.000,73.000,72.000,12.000,95.000
456,83.000,120.000,59.000,73.000,72.000,12.000,95.000
457,84.000,120.000,59.000,73.000,73.000,12.000,95.000
458,84.000,120.000,59.000,73.000,73.000,12.000,95.000
459,84.000,120.000,59.000,73.000,73.000,12.000,95.000
460,84.000,120.000,59.000,73.000,73.000,12.000,95.000
461,84.000,120.000,60.000,74.000,73.000,12.000,95.000
