'sample interval','ABPmean','ABPsys','ABPdias','HR','PAPmean','PAPsys','PAPdias','PULSE','RESP','SpO2'
80,63.000,97.000,48.000,83.000,18.000,28.000,8.000,0.000,17.000,0.000
81,63.000,97.000,48.000,83.000,18.000,28.000,8.000,0.000,17.000,0.000
82,61.000,97.000,48.000,83.000,18.000,28.000,8.000,0.000,19.000,0.000
83,62.000,98.000,47.000,83.000,18.000,28.000,8.000,0.000,19.000,0.000
84,62.000,97.000,47.000,83.000,18.000,28.000,8.000,0.000,20.000,0.000
85,62.000,97.000,47.000,83.000,19.000,29.000,9.000,0.000,20.000,0.000
86,61.000,97.000,47.000,83.000,18.000,29.000,9.000,0.000,22.000,0.000
87,61.000,98.000,46.000,83.000,18.000,29.000,9.000,0.000,22.000,0.000
88,61.000,98.000,46.000,83.000,18.000,28.000,8.000,0.000,22.000,0.000
89,60.000,97.000,45.000,82.000,17.000,26.000,8.000,0.000,22.000,0.000
90,60.000,97.000,45.000,82.000,17.000,26.000,8.000,0.000,23.000,0.000
91,61.000,97.000,45.000,82.000,18.000,28.000,9.000,0.000,23.000,0.000
92,61.000,96.000,46.000,82.000,18.000,28.000,9.000,0.000,23.000,0.000
93,61.000,96.000,46.000,82.000,18.000,28.000,9.000,0.000,23.000,0.000
94,61.000,96.000,46.000,82.000,18.000,28.000,8.000,0.000,23.000,0.000
95,61.000,96.000,46.000,80.000,18.000,28.000,8.000,0.000,23.000,0.000
96,61.000,96.000,46.000,80.000,18.000,28.000,8.000,0.000,23.000,0.000
97,61.000,96.000,46.000,82.000,18.000,28.000,8.000,0.000,23.000,0.000
98,61.000,96.000,46.000,82.000,18.000,28.000,8.000,0.000,22.000,0.000
99,62.000,96.000,47.000,78.000,19.000,29.000,9.000,0.000,22.000,0.000
100,62.000,96.000,47.000,82.000,18.000,28.000,8.000,0.000,22.000,0.000
101,62.000,96.000,47.000,82.000,18.000,27.000,8.000,0.000,22.000,0.000
102,62.000,96.000,47.000,82.000,18.000,28.000,8.000,0.000,19.000,0.000
103,62.000,96.000,47.000,82.000,18.000,28.000,8.000,0.000,19.000,0.000
104,62.000,96.000,47.000,82.000,18.000,28.000,8.000,0.000,19.000,0.000
105,62.000,96.000,47.000,82.000,18.000,28.000,8.000,0.000,19.000,0.000
106,62.000,96.000,47.000,82.000,18.000,28.000,8.000,0.000,18.000,0.000
107,62.000,96.000,47.000,82.000,18.000,28.000,8.000,0.000,18.000,0.000
108,62.000,96.000,47.000,82.000,18.000,28.000,8.000,0.000,18.000,0.000
109,62.000,96.000,47.000,82.000,18.000,28.000,8.000,0.000,18.000,0.000
110,62.000,96.000,47.000,82.000,18.000,28.000,8.000,0.000,18.000,0.000
111,62.000,96.000,47.000,82.000,18.000,28.000,8.000,0.000,18.000,0.000
112,62.000,96.000,47.000,82.000,18.000,27.000,8.000,0.000,18.000,0.000
113,62.000,96.000,47.000,82.000,18.000,28.000,8.000,0.000,18.000,0.000
114,62.000,97.000,47.000,82.000,18.000,28.000,8.000,0.000,17.000,0.000
115,62.000,97.000,47.000,82.000,18.000,28.000,8.000,0.000,16.000,0.000
116,62.000,97.000,47.000,82.000,18.000,28.000,8.000,0.000,15.000,0.000
117,62.000,97.000,47.000,82.000,18.000,28.000,8.000,0.000,14.000,0.000
118,62.000,97.000,47.000,82.000,18.000,28.000,8.000,0.000,13.000,0.000
119,62.000,97.000,47.000,83.000,18.000,28.000,8.000,0.000,12.000,0.000
120,62.000,97.000,47.000,83.000,18.000,28.000,8.000,0.000,11.000,0.000
121,62.000,97.000,47.000,82.000,18.000,28.000,8.000,0.000,11.000,0.000
122,62.000,97.000,47.000,82.000,18.000,27.000,8.000,0.000,0.000,0.000
123,63.000,97.000,47.000,82.000,18.000,28.000,8.000,0.000,12.000,0.000
124,63.000,97.000,48.000,82.000,18.000,28.000,8.000,0.000,12.000,0.000
125,63.000,97.000,48.000,82.000,18.000,28.000,8.000,0.000,12.000,0.000
126,63.000,97.000,48.000,82.000,18.000,28.000,8.000,0.000,12.000,0.000
127,62.000,97.000,48.000,82.000,18.000,28.000,8.000,0.000,12.000,0.000
128,63.000,97.000,48.000,82.000,18.000,28.000,8.000,0.000,11.000,0.000
129,63.000,97.000,48.000,82.000,18.000,28.000,8.000,0.000,11.000,0.000
130,63.000,97.000,48.000,82.000,18.000,28.000,8.000,0.000,11.000,0.000
131,63.000,97.000,48.000,82.000,18.000,28.000,8.000,0.000,10.000,0.000
132,63.000,97.000,48.000,82.000,18.000,28.000,8.000,0.000,10.000,0.000
133,63.000,97.000,48.000,82.000,18.000,28.000,8.000,0.000,10.000,0.000
134,63.000,97.000,47.000,82.000,18.000,28.000,8.000,0.000,11.000,0.000
135,63.000,97.000,48.000,82.000,18.000,29.000,9.000,0.000,11.000,0.000
136,63.000,97.000,47.000,82.000,18.000,29.000,8.000,0.000,11.000,0.000
137,62.000,97.000,47.000,82.000,18.000,28.000,8.000,0.000,11.000,0.000
138,62.000,97.000,47.000,82.000,18.000,28.000,8.000,0.000,11.000,0.000
139,62.000,97.000,47.000,82.000,18.000,27.000,8.000,0.000,10.000,0.000
140,62.000,97.000,47.000,82.000,18.000,28.000,8.000,0.000,10.000,0.000
141,62.000,97.000,47.000,82.000,18.000,28.000,8.000,0.000,10.000,0.000
142,62.000,97.000,47.000,82.000,18.000,28.000,8.000,0.000,10.000,0.000
143,62.000,97.000,47.000,82.000,17.000,28.000,8.000,0.000,10.000,0.000
144,62.000,97.000,47.000,81.000,19.000,29.000,9.000,0.000,10.000,0.000
145,62.000,97.000,47.000,81.000,18.000,29.000,9.000,0.000,10.000,0.000
146,62.000,97.000,47.000,81.000,18.000,28.000,8.000,0.000,10.000,0.000
147,62.000,96.000,47.000,81.000,18.000,28.000,8.000,0.000,10.000,0.000
148,62.000,97.000,47.000,81.000,18.000,28.000,8.000,0.000,10.000,0.000
149,62.000,96.000,47.000,81.000,18.000,28.000,7.000,0.000,11.000,0.000
150,62.000,96.000,47.000,81.000,18.000,28.000,8.000,0.000,11.000,0.000
151,62.000,96.000,47.000,81.000,17.000,28.000,7.000,0.000,11.000,0.000
152,62.000,97.000,47.000,81.000,17.000,27.000,7.000,0.000,16.000,0.000
153,62.000,97.000,47.000,81.000,18.000,28.000,8.000,0.000,18.000,0.000
154,62.000,97.000,47.000,81.000,18.000,27.000,8.000,0.000,18.000,0.000
155,62.000,97.000,47.000,81.000,19.000,26.000,11.000,0.000,18.000,0.000
156,62.000,98.000,46.000,81.000,19.000,26.000,11.000,0.000,18.000,0.000
157,62.000,98.000,47.000,81.000,19.000,27.000,11.000,0.000,18.000,0.000
158,62.000,98.000,47.000,81.000,19.000,27.000,11.000,0.000,18.000,0.000
159,62.000,98.000,47.000,81.000,19.000,27.000,11.000,0.000,18.000,0.000
160,62.000,97.000,47.000,81.000,19.000,27.000,10.000,0.000,18.000,0.000
161,62.000,97.000,47.000,81.000,19.000,27.000,10.000,0.000,18.000,0.000
162,62.000,97.000,47.000,81.000,19.000,27.000,10.000,0.000,18.000,0.000
163,62.000,96.000,47.000,81.000,18.000,27.000,9.000,0.000,18.000,0.000
164,62.000,96.000,47.000,81.000,18.000,26.000,9.000,0.000,19.000,0.000
165,62.000,96.000,47.000,80.000,18.000,27.000,9.000,0.000,21.000,0.000
166,62.000,96.000,47.000,80.000,18.000,27.000,9.000,0.000,21.000,0.000
167,62.000,96.000,47.000,80.000,17.000,26.000,8.000,0.000,20.000,0.000
168,62.000,96.000,47.000,78.000,18.000,27.000,8.000,0.000,19.000,0.000
169,62.000,96.000,47.000,80.000,18.000,27.000,8.000,0.000,21.000,0.000
170,62.000,96.000,47.000,80.000,18.000,27.000,8.000,0.000,21.000,0.000
171,62.000,96.000,47.000,80.000,18.000,27.000,8.000,0.000,21.000,0.000
172,62.000,96.000,47.000,80.000,18.000,28.000,8.000,0.000,20.000,0.000
173,62.000,96.000,47.000,80.000,18.000,29.000,9.000,0.000,20.000,0.000
174,62.000,96.000,47.000,80.000,18.000,28.000,8.000,0.000,20.000,0.000
175,62.000,96.000,47.000,80.000,18.000,28.000,8.000,0.000,20.000,0.000
176,62.000,96.000,47.000,80.000,18.000,27.000,8.000,0.000,19.000,0.000
177,62.000,97.000,47.000,80.000,18.000,27.000,8.000,0.000,19.000,0.000
178,62.000,96.000,47.000,80.000,18.000,27.000,8.000,0.000,19.000,0.000
179,62.000,96.000,47.000,80.000,18.000,27.000,8.000,0.000,19.000,0.000
180,62.000,96.000,47.000,80.000,18.000,28.000,8.000,0.000,17.000,0.000
181,62.000,97.000,47.000,80.000,18.000,28.000,8.000,0.000,17.000,0.000
182,62.000,96.000,47.000,80.000,18.000,27.000,8.000,0.000,17.000,0.000
183,62.000,96.000,47.000,80.000,18.000,27.000,8.000,0.000,17.000,0.000
184,62.000,96.000,47.000,80.000,18.000,27.000,8.000,0.000,17.000,0.000
185,62.000,96.000,47.000,80.000,18.000,28.000,8.000,0.000,17.000,0.000
186,62.000,96.000,47.000,80.000,18.000,28.000,8.000,0.000,17.000,0.000
187,60.000,96.000,47.000,80.000,18.000,28.000,8.000,0.000,17.000,0.000
188,60.000,97.000,45.000,81.000,18.000,28.000,8.000,0.000,17.000,0.000
189,60.000,96.000,46.000,81.000,18.000,28.000,8.000,0.000,17.000,0.000
190,60.000,95.000,45.000,81.000,18.000,28.000,8.000,0.000,17.000,0.000
191,60.000,95.000,45.000,81.000,18.000,28.000,8.000,0.000,17.000,0.000
192,60.000,95.000,45.000,81.000,18.000,28.000,8.000,0.000,17.000,0.000
193,60.000,94.000,45.000,81.000,18.000,28.000,8.000,0.000,17.000,0.000
194,60.000,94.000,45.000,81.000,18.000,28.000,8.000,0.000,16.000,0.000
195,59.000,94.000,45.000,81.000,18.000,29.000,9.000,0.000,16.000,0.000
196,59.000,94.000,44.000,81.000,18.000,28.000,9.000,0.000,16.000,0.000
197,59.000,94.000,44.000,80.000,18.000,29.000,9.000,0.000,16.000,0.000
198,59.000,94.000,44.000,80.000,18.000,28.000,8.000,0.000,14.000,0.000
199,60.000,94.000,45.000,84.000,18.000,28.000,8.000,0.000,14.000,0.000
200,60.000,94.000,45.000,80.000,18.000,28.000,8.000,0.000,14.000,0.000
201,60.000,94.000,45.000,77.000,18.000,28.000,8.000,0.000,14.000,0.000
202,60.000,94.000,45.000,80.000,18.000,28.000,8.000,0.000,14.000,0.000
203,60.000,94.000,45.000,80.000,18.000,28.000,8.000,0.000,14.000,0.000
204,60.000,94.000,46.000,80.000,18.000,28.000,8.000,0.000,14.000,0.000
205,60.000,94.000,46.000,81.000,18.000,27.000,8.000,0.000,13.000,0.000
206,61.000,94.000,46.000,81.000,18.000,27.000,8.000,0.000,13.000,0.000
207,61.000,95.000,46.000,81.000,18.000,28.000,8.000,0.000,13.000,0.000
208,61.000,95.000,46.000,81.000,18.000,27.000,8.000,0.000,13.000,0.000
209,61.000,95.000,47.000,81.000,18.000,27.000,8.000,0.000,13.000,0.000
210,61.000,95.000,47.000,82.000,18.000,27.000,8.000,0.000,12.000,0.000
211,62.000,95.000,47.000,82.000,19.000,29.000,9.000,0.000,12.000,0.000
212,62.000,96.000,47.000,82.000,18.000,29.000,9.000,0.000,12.000,0.000
213,62.000,96.000,47.000,82.000,18.000,28.000,8.000,0.000,12.000,0.000
214,62.000,96.000,47.000,82.000,18.000,27.000,8.000,0.000,12.000,0.000
215,62.000,96.000,47.000,82.000,18.000,28.000,8.000,0.000,12.000,0.000
216,62.000,96.000,47.000,82.000,18.000,28.000,8.000,0.000,12.000,0.000
217,62.000,96.000,47.000,82.000,18.000,28.000,8.000,0.000,12.000,0.000
218,62.000,96.000,47.000,82.000,18.000,28.000,8.000,0.000,12.000,0.000
219,62.000,96.000,47.000,82.000,18.000,28.000,8.000,0.000,12.000,0.000
220,62.000,96.000,47.000,82.000,18.000,28.000,8.000,0.000,12.000,0.000
221,62.000,96.000,47.000,82.000,18.000,28.000,8.000,0.000,12.000,0.000
222,62.000,97.000,47.000,82.000,18.000,28.000,8.000,0.000,12.000,0.000
223,62.000,96.000,47.000,82.000,18.000,28.000,7.000,0.000,12.000,0.000
224,62.000,96.000,47.000,81.000,18.000,28.000,8.000,0.000,12.000,0.000
225,62.000,96.000,47.000,81.000,18.000,27.000,8.000,0.000,11.000,0.000
226,62.000,97.000,47.000,81.000,18.000,28.000,8.000,0.000,11.000,0.000
227,62.000,97.000,47.000,81.000,18.000,28.000,8.000,0.000,11.000,0.000
228,62.000,96.000,47.000,81.000,18.000,28.000,8.000,0.000,11.000,0.000
229,62.000,96.000,47.000,81.000,18.000,27.000,8.000,0.000,11.000,0.000
230,62.000,97.000,47.000,81.000,18.000,28.000,8.000,0.000,11.000,0.000
231,62.000,97.000,47.000,81.000,18.000,28.000,8.000,0.000,11.000,0.000
232,62.000,96.000,47.000,82.000,18.000,28.000,8.000,0.000,11.000,0.000
233,62.000,96.000,47.000,81.000,18.000,28.000,8.000,0.000,11.000,0.000
234,62.000,96.000,47.000,81.000,18.000,27.000,8.000,0.000,12.000,0.000
235,62.000,96.000,47.000,81.000,18.000,27.000,8.000,0.000,12.000,0.000
236,62.000,96.000,47.000,81.000,18.000,28.000,8.000,0.000,12.000,0.000
237,62.000,96.000,47.000,81.000,18.000,28.000,8.000,0.000,12.000,0.000
238,62.000,96.000,47.000,81.000,18.000,28.000,7.000,0.000,12.000,0.000
239,62.000,96.000,47.000,82.000,18.000,27.000,8.000,0.000,11.000,0.000
240,62.000,96.000,47.000,82.000,18.000,27.000,8.000,0.000,11.000,0.000
241,62.000,96.000,47.000,82.000,18.000,28.000,8.000,0.000,11.000,0.000
242,62.000,96.000,47.000,82.000,18.000,28.000,8.000,0.000,13.000,0.000
243,62.000,96.000,47.000,82.000,18.000,28.000,8.000,0.000,13.000,0.000
244,62.000,96.000,47.000,82.000,18.000,28.000,8.000,0.000,13.000,0.000
245,62.000,96.000,47.000,82.000,18.000,28.000,9.000,0.000,13.000,0.000
246,61.000,96.000,47.000,82.000,18.000,27.000,8.000,0.000,13.000,0.000
247,61.000,96.000,47.000,82.000,18.000,27.000,8.000,0.000,13.000,0.000
248,61.000,96.000,47.000,81.000,18.000,28.000,8.000,0.000,13.000,0.000
249,61.000,96.000,47.000,81.000,17.000,27.000,8.000,0.000,13.000,0.000
250,61.000,95.000,46.000,80.000,17.000,28.000,8.000,0.000,13.000,0.000
251,61.000,95.000,46.000,80.000,18.000,28.000,8.000,0.000,13.000,0.000
252,61.000,96.000,46.000,80.000,18.000,28.000,8.000,0.000,13.000,0.000
253,61.000,96.000,46.000,80.000,18.000,28.000,8.000,0.000,13.000,0.000
254,61.000,95.000,46.000,80.000,18.000,27.000,8.000,0.000,14.000,0.000
255,61.000,95.000,46.000,79.000,18.000,28.000,8.000,0.000,14.000,0.000
256,61.000,95.000,46.000,79.000,18.000,28.000,8.000,0.000,14.000,0.000
257,61.000,95.000,46.000,79.000,18.000,28.000,8.000,0.000,14.000,0.000
258,61.000,95.000,46.000,78.000,18.000,27.000,8.000,0.000,14.000,0.000
259,61.000,95.000,46.000,78.000,18.000,28.000,8.000,0.000,14.000,0.000
260,61.000,95.000,46.000,78.000,18.000,28.000,8.000,0.000,14.000,0.000
261,60.000,95.000,46.000,78.000,17.000,26.000,8.000,0.000,14.000,0.000
262,60.000,95.000,45.000,79.000,17.000,26.000,8.000,0.000,14.000,0.000
263,60.000,95.000,45.000,79.000,18.000,27.000,8.000,0.000,14.000,0.000
264,60.000,95.000,45.000,79.000,18.000,28.000,8.000,0.000,14.000,0.000
265,60.000,94.000,45.000,81.000,18.000,27.000,8.000,0.000,15.000,0.000
266,60.000,94.000,45.000,81.000,18.000,28.000,8.000,0.000,15.000,0.000
267,60.000,94.000,46.000,80.000,18.000,28.000,8.000,0.000,15.000,0.000
268,60.000,94.000,46.000,80.000,18.000,28.000,8.000,0.000,16.000,0.000
269,60.000,94.000,46.000,80.000,18.000,29.000,9.000,0.000,16.000,0.000
270,60.000,94.000,46.000,80.000,18.000,28.000,9.000,0.000,16.000,0.000
271,60.000,94.000,46.000,80.000,18.000,28.000,9.000,0.000,16.000,0.000
272,60.000,94.000,46.000,81.000,18.000,27.000,8.000,0.000,16.000,0.000
273,60.000,94.000,46.000,81.000,18.000,27.000,8.000,0.000,16.000,0.000
274,60.000,93.000,46.000,79.000,18.000,27.000,8.000,0.000,15.000,0.000
275,61.000,94.000,46.000,81.000,18.000,27.000,8.000,0.000,14.000,0.000
276,61.000,94.000,46.000,81.000,18.000,28.000,8.000,0.000,13.000,0.000
277,60.000,94.000,46.000,81.000,18.000,27.000,8.000,0.000,14.000,0.000
278,61.000,94.000,46.000,81.000,18.000,28.000,9.000,0.000,14.000,0.000
279,61.000,94.000,46.000,81.000,18.000,28.000,9.000,0.000,14.000,0.000
280,61.000,94.000,46.000,81.000,18.000,28.000,8.000,0.000,14.000,0.000
281,60.000,94.000,46.000,80.000,18.000,28.000,8.000,0.000,13.000,0.000
282,61.000,94.000,46.000,80.000,18.000,28.000,8.000,0.000,13.000,0.000
283,61.000,94.000,46.000,80.000,18.000,27.000,8.000,0.000,13.000,0.000
284,61.000,94.000,46.000,80.000,18.000,27.000,8.000,0.000,13.000,0.000
285,61.000,94.000,46.000,80.000,18.000,27.000,8.000,0.000,14.000,0.000
286,61.000,94.000,46.000,80.000,18.000,27.000,8.000,0.000,14.000,0.000
287,61.000,94.000,46.000,80.000,18.000,28.000,8.000,0.000,14.000,0.000
288,61.000,94.000,46.000,80.000,18.000,27.000,8.000,0.000,14.000,0.000
289,61.000,94.000,46.000,80.000,18.000,27.000,8.000,0.000,14.000,0.000
290,61.000,94.000,46.000,80.000,18.000,27.000,8.000,0.000,14.000,0.000
291,61.000,94.000,46.000,80.000,18.000,27.000,8.000,0.000,14.000,0.000
292,61.000,94.000,46.000,80.000,18.000,27.000,8.000,0.000,13.000,0.000
293,61.000,94.000,46.000,80.000,18.000,28.000,8.000,0.000,13.000,0.000
294,61.000,94.000,46.000,81.000,18.000,27.000,8.000,0.000,13.000,0.000
295,61.000,94.000,46.000,81.000,17.000,27.000,8.000,0.000,13.000,0.000
296,61.000,94.000,46.000,81.000,17.000,27.000,8.000,0.000,13.000,0.000
297,61.000,94.000,46.000,81.000,17.000,27.000,8.000,0.000,13.000,0.000
298,61.000,94.000,46.000,81.000,17.000,27.000,8.000,0.000,13.000,0.000
299,61.000,94.000,46.000,81.000,18.000,28.000,8.000,0.000,13.000,0.000
300,61.000,94.000,46.000,81.000,18.000,28.000,8.000,0.000,13.000,0.000
301,61.000,95.000,46.000,81.000,18.000,28.000,8.000,0.000,13.000,0.000
302,61.000,94.000,46.000,81.000,18.000,27.000,8.000,0.000,13.000,0.000
303,61.000,94.000,46.000,81.000,18.000,27.000,8.000,0.000,13.000,0.000
304,61.000,94.000,46.000,81.000,18.000,27.000,8.000,0.000,10.000,0.000
305,61.000,94.000,46.000,81.000,18.000,27.000,8.000,0.000,10.000,0.000
306,61.000,94.000,46.000,81.000,18.000,28.000,8.000,0.000,10.000,0.000
307,60.000,94.000,46.000,81.000,17.000,27.000,8.000,0.000,10.000,0.000
308,60.000,94.000,46.000,81.000,17.000,28.000,8.000,0.000,10.000,0.000
309,60.000,94.000,46.000,81.000,18.000,27.000,8.000,0.000,10.000,0.000
310,60.000,94.000,46.000,81.000,18.000,27.000,8.000,0.000,10.000,0.000
311,60.000,94.000,46.000,81.000,18.000,28.000,8.000,0.000,10.000,0.000
312,60.000,94.000,46.000,80.000,18.000,27.000,8.000,0.000,10.000,0.000
313,60.000,94.000,46.000,80.000,18.000,27.000,8.000,0.000,10.000,0.000
314,60.000,94.000,46.000,80.000,18.000,27.000,8.000,0.000,10.000,0.000
315,60.000,94.000,46.000,80.000,18.000,27.000,8.000,0.000,10.000,0.000
316,61.000,94.000,46.000,80.000,18.000,29.000,9.000,0.000,10.000,0.000
317,61.000,94.000,46.000,80.000,18.000,29.000,9.000,0.000,10.000,0.000
318,60.000,94.000,46.000,80.000,18.000,28.000,8.000,0.000,10.000,0.000
319,60.000,94.000,46.000,79.000,18.000,27.000,8.000,0.000,11.000,0.000
320,60.000,94.000,46.000,79.000,18.000,27.000,8.000,0.000,11.000,0.000
321,60.000,94.000,46.000,79.000,18.000,28.000,8.000,0.000,11.000,0.000
322,60.000,94.000,46.000,80.000,18.000,27.000,8.000,0.000,11.000,0.000
323,61.000,94.000,46.000,80.000,18.000,27.000,8.000,0.000,11.000,0.000
324,60.000,94.000,46.000,80.000,18.000,27.000,8.000,0.000,11.000,0.000
325,60.000,94.000,46.000,80.000,18.000,27.000,7.000,0.000,12.000,0.000
326,61.000,94.000,46.000,80.000,18.000,27.000,8.000,0.000,12.000,0.000
327,61.000,94.000,46.000,80.000,18.000,27.000,7.000,0.000,12.000,0.000
328,61.000,94.000,46.000,80.000,18.000,27.000,8.000,0.000,12.000,0.000
